index,index at directory,label,link,category,date of publication,veracity,falsity
12,2497-meta.txt,0,https://www.diariodobrasil.org/os-petistas-estao-ricos-vaquinha-de-dilma-ultrapassa-r-725-mil-ela-vai-dobrar-a-meta/,politica,11/07/2016,0.006943030903234158,0.9930569690967658
13,2397-meta.txt,0,https://www.diariodobrasil.org/a-casa-caiu-pf-comprova-que-lula-comandou-obras-no-sitio-e-usou-um-laranja-para-adquirir-o-imovel/,politica,28/07/2016,0.12346757065920484,0.8765324293407952
14,2329-meta.txt,0,https://www.diariodobrasil.org/somente-em-2014-o-cartao-corporativo-de-dilma-sangrou-os-cofres-publicos-em-quase-r-800-milhoes/,politica,11/08/2016,0.01406281668777255,0.9859371833122275
15,1853-meta.txt,0,https://www.diariodobrasil.org/de-acordo-com-o-artigo-330-do-cod-penal-ministro-marco-aurelio-pode-mandar-prender-renan-por-ate-15-dias23/,politica,06/12/2016,0.004167287715178709,0.9958327122848213
16,721-meta.txt,0,https://www.diariodobrasil.org/associacao-mundial-de-psiquiatria-cura-gay-pode-causar-depressao-suicidio-ansiedade-e-isolamento-social/,tv_celebridades,24/09/2017,0.18646823429187834,0.8135317657081215
17,2527-meta.txt,0,https://www.diariodobrasil.org/em-video-delegado-da-pf-que-investigava-lula-confirma-que-foi-afastado-por-diretor/,politica,07/07/2016,0.06410843855636293,0.9358915614436369
18,2710-meta.txt,0,https://www.diariodobrasil.org/dilma-nega-que-recebeu-r-12-milhoes-da-odebrecht-e-diz-que-vai-processar-a-revista-istoe/,tv_celebridades,04/06/2016,0.010832090612560468,0.9891679093874395
19,839-meta.txt,0,https://www.diariodobrasil.org/a-coreia-do-norte-esta-pronta-para-atacar-a-europa-adverte-a-franca/,sociedade_cotidiano,01/09/2017,0.1028872789734544,0.8971127210265455
20,2716-meta.txt,0,https://www.diariodobrasil.org/vazamento-de-informacao-aponta-que-prisao-de-lula-esta-mais-perto-do-que-se-pensava/,politica,06/06/2016,0.23998013904525084,0.7600198609547493
21,1859-meta.txt,0,https://www.diariodobrasil.org/renan-esta-no-senado-trabalhando-normalmente-ele-esta-pouco-se-lixando-para-o-julgamento-do-stf/,politica,07/12/2016,0.004588003490320522,0.9954119965096795
22,2596-meta.txt,0,https://www.diariodobrasil.org/renan-calheiros-rebate-jornalista-que-publicou-nota-quem-recebeu-ilegalmente-durante-6-anos-foi-ele/,politica,24/06/2016,0.0035170906285245133,0.9964829093714755
23,3241-meta.txt,0,https://www.diariodobrasil.org/acao-no-tse-oficial-de-justica-notifica-temer-dilma-escapou-mas-so-por-hoje/,politica,03/02/2016,0.0020766654795772214,0.9979233345204228
24,2833-meta.txt,0,https://www.diariodobrasil.org/denuncia-antes-de-anular-votacao-maranhao-teria-se-encontrado-com-assessor-de-lewandowski/,politica,10/05/2016,0.015763719708189343,0.9842362802918108
25,640-meta.txt,0,https://www.diariodobrasil.org/juliana-paes-e-novamente-hostilizada-nas-ruas/,tv_celebridades,05/10/2017,2.3742479823728636e-07,0.9999997625752018
26,2223-meta.txt,0,https://www.diariodobrasil.org/souvenir-que-temer-comprou-na-china-nao-funciona-ao-inves-de-au-au-cachorrinho-rosna-e-diz-golpe-golpe/,politica,04/09/2016,1.0000000994736041e-07,0.9999998999999902
27,974-meta.txt,0,https://www.diariodobrasil.org/motociclista-mais-sexy-do-mundo-morre-apos-tentar-tirar-selfie-a-mais-de-200-kmh/,tv_celebridades,02/08/2017,0.003987479393409474,0.9960125206065905
28,667-meta.txt,0,https://www.diariodobrasil.org/bonner-e-namorada-usam-gol-gts-para-dar-um-rolezinho-no-rj/,tv_celebridades,03/10/2017,1.0000000994736041e-07,0.9999998999999902
29,1791-meta.txt,0,https://www.diariodobrasil.org/lei-da-mordaca-militares-se-rebelam-contra-temer-e-sao-repreendidos-pelo-alto-comando/,politica,01/01/2017,0.8371185705939406,0.16288142940605935
30,3032-meta.txt,0,https://www.diariodobrasil.org/correu-porque-pf-da-busca-em-hotel-de-brasilia-lula-nao-era-alvo-e-mesmo-assim-saiu-correndo/,politica,22/03/2016,0.03918264556485307,0.9608173544351469
31,206-meta.txt,0,http://www.thejornalbrasil.com.br/2017/02/china-sugere-ao-brasil-lei-que-da-pena.html,politica,2017-02-11,0.153141644013934,0.8468583559860658
32,2656-meta.txt,0,https://www.diariodobrasil.org/petrobras-anuncia-fim-do-controle-do-governo-gasolina-tera-preco-fixado-pela-propria-estatal/,politica,16/06/2016,0.03622445086688432,0.9637755491331157
33,846-meta.txt,0,https://www.diariodobrasil.org/nos-avisamos-ate-a-folha-pediu-desculpas-joesley-poupou-lula-e-o-pt-em-suas-delacoes/,tv_celebridades,02/09/2017,1.0000000994736041e-07,0.9999998999999902
34,2971-meta.txt,0,https://www.diariodobrasil.org/impeachment-senado-confirma-que-seguira-decisao-da-camara-dilma-tem-90-de-chances-de-cair/,politica,11/04/2016,0.48013814119366893,0.5198618588063312
35,3446-meta.txt,0,https://www.diariodobrasil.org/ceni-renuncia-de-dilma-faria-o-brasil-tomar-novos-rumos-e-recuperar-13-anos-de-politica-jogados-no-lixo/,politica,06/12/2015,0.05320748062801038,0.9467925193719896
36,1784-meta.txt,0,https://www.diariodobrasil.org/10-previsoes-de-carlinhos-anitta-gravida-neymar-fora-da-copa-alvaro-dias-presidente/,sociedade_cotidiano,02/01/2017,0.07987271347787249,0.9201272865221276
37,1936-meta.txt,0,https://www.diariodobrasil.org/no-rio-grande-do-sul-motoboy-vive-dia-de-heroi-e-salva-gatinho-preso-no-3o-andar-de-um-predio/,sociedade_cotidiano,23/11/2016,0.011988913851752343,0.9880110861482477
38,1509-meta.txt,0,https://www.diariodobrasil.org/daniela-mercury-interrompe-som-de-trio-eletrico-faz-gestos-obscenos-e-xinga-a-policia-de-salvador/,sociedade_cotidiano,01/03/2017,0.005868376952798763,0.9941316230472014
39,3467-meta.txt,0,https://www.diariodobrasil.org/dolar-a-r-500-revista-forbes-diz-que-brasil-esta-refem-de-juros-americanos-e-dolar-pode-explodir/,economia,01/12/2015,0.1319211628523769,0.8680788371476234
40,1995-meta.txt,0,https://www.diariodobrasil.org/lula-em-seu-habitat-natural-ex-presidente-se-junta-a-alunos-que-nao-gostam-de-estudar/,politica,01/11/2016,0.003686217278192158,0.9963137827218077
41,3327-meta.txt,0,https://www.diariodobrasil.org/cearense-com-131-anos-pode-ser-o-homem-mais-velho-do-mundo-2/,sociedade_cotidiano,13/01/2016,0.07606788415240806,0.9239321158475917
42,430-meta.txt,0,https://www.diariodobrasil.org/o-chip-da-besta-onu-e-nova-ordem-mundial-querem-implantar-chips-nos-seres-humanos/,ciencia_tecnologia,02/01/2018,0.7660461910306369,0.23395380896936324
43,904-meta.txt,0,https://www.diariodobrasil.org/demissao-em-massa-globo-perde-mais-2-de-seus-principais-diretores/,tv_celebridades,18/08/2017,1.0000000994736041e-07,0.9999998999999902
44,208-meta.txt,0,http://www.thejornalbrasil.com.br/2017/02/eduardo-cunha-ameaca-revelar-documentos.html,politica,2017-02-11,0.10435424335362403,0.8956457566463757
45,2868-meta.txt,0,https://www.diariodobrasil.org/delcidio-corre-o-risco-de-cair-nas-maos-de-sergio-moro-e-avisa-se-eu-for-lula-vai-junto/,politica,04/05/2016,0.007636541283838797,0.992363458716161
46,2383-meta.txt,0,https://www.diariodobrasil.org/o-ogro-do-senado-destemperado-lindbergh-da-show-de-machismo-durante-comissao-do-impeachmentogro/,politica,02/08/2016,0.03452722311716242,0.9654727768828375
47,683-meta.txt,0,https://www.diariodobrasil.org/folha-de-sp-puxadinho-do-pt-recebeu-r-225-milhoes-durante-gestoes-petistas/,tv_celebridades,01/10/2017,1.0000000994736041e-07,0.9999998999999902
48,648-meta.txt,0,https://www.diariodobrasil.org/apos-sucesso-de-pablo-escobar-e-el-chapo-netflix-aposta-todas-as-fichas-em-lula6/,tv_celebridades,06/10/2017,6.566210284885404e-07,0.9999993433789716
49,1583-meta.txt,0,https://www.diariodobrasil.org/defesa-de-cunha-alega-que-seu-cliente-sofre-de-aneurisma-e-pede-que-sergio-moro-o-liberte/,politica,07/02/2017,1.4877571467753946e-07,0.9999998512242854
50,420-meta.txt,0,https://www.diariodobrasil.org/perguntaram-para-trump-se-ele-iria-se-encontrar-com-temer-ele-respondeu-pra-que/,politica,06/01/2018,1.0000000994736041e-07,0.9999998999999902
51,3252-meta.txt,0,https://www.diariodobrasil.org/lula-assume-que-frequenta-sitio-reformado-pela-odebrecht-mas-diz-que-o-imovel-nao-e-dele/,politica,29/01/2016,3.4686254517106994e-06,0.9999965313745484
52,884-meta.txt,0,https://www.diariodobrasil.org/kim-jong-un-prova-que-e-lunatico-amo-a-paz-mas-nenhum-americano-saira-vivo-daqui/,sociedade_cotidiano,22/08/2017,0.000217954508001852,0.9997820454919981
53,2831-meta.txt,0,https://www.diariodobrasil.org/ta-explicado-deputado-que-tentou-anular-impeachment-esta-atolado-em-dividas/,politica,10/05/2016,0.005514974221480659,0.9944850257785194
54,990-meta.txt,0,https://www.diariodobrasil.org/cachorro-estende-a-pata-para-ajudar-idoso-bebado-a-subir-na-plataforma-de-trem/,sociedade_cotidiano,26/07/2017,0.005430896689062867,0.9945691033109372
55,3570-meta.txt,0,https://www.diariodobrasil.org/general-do-exercito-avisa-estamos-em-uma-situacao-extremamente-dificil-mas-jamais-agiremos-contra-o-povo/,politica,09/11/2015,0.14845095249399523,0.8515490475060049
56,2349-meta.txt,0,https://www.diariodobrasil.org/gleisi-posta-foto-com-dilma-no-circo-da-democracia-e-internauta-mita-agora-sim-estao-no-lugar-certo/,politica,09/08/2016,0.003555574558485617,0.9964444254415142
57,2784-meta.txt,0,https://www.diariodobrasil.org/dilma-grampeou-sergio-moro-michel-temer-e-ministros-do-stf/,politica,21/05/2016,0.05106556067831148,0.9489344393216885
58,2210-meta.txt,0,https://www.diariodobrasil.org/grampo-mostra-lula-conspirando-agora-e-guerra-um-delegado-nao-pode-desrespeitar-um-politico-vai-tomar-no/,politica,05/09/2016,0.003096620838369134,0.9969033791616309
59,917-meta.txt,0,https://www.diariodobrasil.org/nem-o-cavalo-suportou-paula-fernandes-cantora-leva-mordida-na-barriga-ao-acariciar-o-animal/,tv_celebridades,15/08/2017,0.008074117288661389,0.9919258827113387
60,2545-meta.txt,0,https://www.diariodobrasil.org/temer-diz-que-tomara-medidas-impopulares-traduzindo-la-vem-imposto/,politica,04/07/2016,0.0027589943091208477,0.9972410056908791
61,3186-meta.txt,0,https://www.diariodobrasil.org/denuncia-do-sindicato-dos-correios-dilma-usou-carteiros-como-cabos-eleitorais-durante-campanha/,politica,18/02/2016,0.006377366328133608,0.9936226336718665
62,2395-meta.txt,0,https://www.diariodobrasil.org/objetivo-de-lula-na-onu-e-obter-asilo-politico-espanha-italia-e-pasmem-ate-cuba-ja-rechacaram-o-petista/,politica,28/07/2016,0.9962926564944082,0.003707343505591807
63,389-meta.txt,0,https://www.diariodobrasil.org/em-video-atriz-pede-para-defensores-de-lula-invadirem-o-trf-4/,tv_celebridades,12/01/2018,0.1282679456185425,0.8717320543814575
64,1778-meta.txt,0,https://www.diariodobrasil.org/o-pt-corrompeu-o-mundo-37-paises-fecham-acordo-com-a-lava-jato/,politica,03/01/2017,2.288230420273336e-07,0.999999771176958
65,1195-meta.txt,0,https://www.diariodobrasil.org/quebra-pau-na-camara-dos-deputados-brasilia-esta-fervendo/,politica,24/05/2017,0.007659561814088504,0.9923404381859116
66,1045-meta.txt,0,https://www.diariodobrasil.org/g20-trump-foi-ironico-ao-elogiar-o-brasil-e-temer-acreditou/,politica,08/07/2017,0.011512460948073875,0.9884875390519261
67,255-meta.txt,0,http://www.thejornalbrasil.com.br/2017/09/trump-presidente-dos-eua-t-ira-apoiar.html,politica,2017-09-18,0.02286462063915995,0.9771353793608402
68,536-meta.txt,0,https://www.diariodobrasil.org/segundo-pha-racismo-na-globo-e-coisa-antiga-roberto-marinho-nao-queria-um-negro-apresentando-o-jn/,tv_celebridades,13/11/2017,1.0000000994736041e-07,0.9999998999999902
69,2045-meta.txt,0,https://www.diariodobrasil.org/reporter-gagueja-ao-dar-noticia-e-deixa-escapar-que-o-chefao-podera-ser-preso-neste-fim-de-semana-sera/,tv_celebridades,21/10/2016,0.004858413960611863,0.9951415860393882
70,1123-meta.txt,0,https://www.diariodobrasil.org/de-acordo-com-gilmar-mendes-sergio-moro-e-deltan-dallagnol-sao-cretinos-que-deliram/,politica,12/06/2017,0.05957661145534209,0.9404233885446579
71,995-meta.txt,0,https://www.diariodobrasil.org/ft-o-julgamento-de-um-populista-que-usou-dinheiro-publico-e-ajudou-a-afundar-o-brasilll/,politica,23/07/2017,0.0929384629388413,0.9070615370611589
72,2392-meta.txt,0,https://www.diariodobrasil.org/michel-temer-podera-ser-candidato-em-2018-impeachment-foi-uma-trapaca09/,politica,31/07/2016,0.024057201516435964,0.975942798483564
73,3514-meta.txt,0,https://www.diariodobrasil.org/capital-do-pais-vira-terra-de-ninguem-estamos-armados-e-se-houver-retirada-vai-ser-uma-carnificina/,politica,20/11/2015,0.22419533000104624,0.7758046699989538
74,1311-meta.txt,0,https://www.diariodobrasil.org/presidente-dos-eua-faz-alerta-a-onu-e-declara-a-hora-de-tomar-uma-acao-e-agora/,sociedade_cotidiano,25/04/2017,0.01432446751345888,0.9856755324865412
75,603-meta.txt,0,https://www.diariodobrasil.org/estancando-a-sangria-parte-2-governo-fara-cortes-no-exercito-brasileiro-para-economizar-valor-pifio/,politica,15/10/2017,0.11237067751419672,0.8876293224858033
76,3184-meta.txt,0,https://www.diariodobrasil.org/pf-pediu-prisao-de-ex-sindicalista-funcionario-da-oi-ele-seria-o-responsavel-pela-torre-do-lula/,politica,18/02/2016,1.2657780426218994e-06,0.9999987342219574
77,1986-meta.txt,0,https://www.diariodobrasil.org/o-antagonista-descobriu-lula-cobrou-propina-e-ainda-reclamou-que-os-repasses-estavam-caindo/,politica,05/11/2016,4.942590541712543e-07,0.9999995057409458
78,3569-meta.txt,0,https://www.diariodobrasil.org/senador-alerta-greve-dos-caminhoneiros-pode-derrubar-o-governo/,politica,09/11/2015,0.08874132748920407,0.911258672510796
79,3376-meta.txt,0,https://www.diariodobrasil.org/eduardo-cunha-declara-guerra-ao-grupo-globo-e-chama-colunista-de-pilantra/,politica,27/12/2015,0.32231285661241493,0.677687143387585
80,2996-meta.txt,0,https://www.diariodobrasil.org/falas-desconexasincompreensiveis-e-sem-logica-vereador-pede-que-dilma-faca-exames-neurologicos/,politica,03/04/2016,1.0000000994736041e-07,0.9999998999999902
81,3591-meta.txt,0,https://www.diariodobrasil.org/depois-do-sucesso-da-mandioca-vem-ai-a-raiz-ex-petista-quer-fundar-o-36o-partido-politico-do-pais23/,politica,14/10/2015,0.007730154383611405,0.9922698456163885
82,1442-meta.txt,0,https://www.diariodobrasil.org/nao-e-so-a-corrupcao-que-mata-um-pais-2016-amargou-12-trilhao-de-reais-em-sonegacao-fiscal/,politica,24/03/2017,0.14426006970535024,0.8557399302946499
83,571-meta.txt,0,https://www.diariodobrasil.org/history-channel-hitler-forjou-a-propria-morte-e-fugiu-para-a-argentina/,sociedade_cotidiano,23/10/2017,0.00033612296879841465,0.9996638770312015
84,3573-meta.txt,0,https://www.diariodobrasil.org/brasil-em-crise-e-deputada-comunista-usa-facebook-para-brincar-de-fazer-musiquinha-para-dilma/,tv_celebridades,09/11/2015,0.00925250097406727,0.9907474990259327
85,1686-meta.txt,0,https://www.diariodobrasil.org/alo-pf-filho-de-ministro-do-stf-posta-mensagem-preocupante-nas-redes-sociais/,tv_celebridades,19/01/2017,0.04443611081115409,0.9555638891888458
86,192-meta.txt,0,http://www.topfivetv.com/2017/12/anatel-afirma-que-tem-prioridade-para.html,ciencia_tecnologia,2017-12-06,0.12719742208002685,0.8728025779199732
87,71-meta.txt,0,https://afolhabrasil.com.br/politica/aecio-chora-muito-e-tem-medo-de-ir-para-cadeia/,politica,2017-06-15,0.04874027338023996,0.9512597266197601
88,2390-meta.txt,0,https://www.diariodobrasil.org/acuado-lula-chorou-durante-reuniao-com-advogados-e-reclamou-que-foi-abandonado-pelos-artistas/,politica,02/08/2016,5.642867625402049e-06,0.9999943571323745
89,1546-meta.txt,0,https://www.diariodobrasil.org/durante-sabatina-de-moraes-senadora-faz-perguntas-baseadas-em-informacoes-que-ela-leu-no-zap-zap/,politica,21/02/2017,0.0024605469235656026,0.9975394530764343
90,1147-meta.txt,0,https://www.diariodobrasil.org/eua-medicos-que-chegaram-perto-de-encontrar-a-cura-do-cancer-estariam-desaparecendo-misteriosamente/,sociedade_cotidiano,05/06/2017,2.0731102607401662e-06,0.9999979268897393
91,1356-meta.txt,0,https://www.diariodobrasil.org/estrategia-de-trump-sugere-que-eua-podem-atacar-a-coreia-a-qualquer-momento/,sociedade_cotidiano,14/04/2017,1.6014963355632466e-07,0.9999998398503666
92,3290-meta.txt,0,https://www.diariodobrasil.org/os-dois-ex-maridos-de-dilma-um-era-sequestrador-e-o-outro-assaltante-de-bancos-e-guerrilheiro/,politica,22/01/2016,0.9999985143502574,1.4856497425682247e-06
93,2117-meta.txt,0,https://www.diariodobrasil.org/em-entrevista-para-a-folha-doria-volta-a-afirmar-vou-visitar-o-lula-na-cadeia-levarei-chocolates-e-um-cisne/,tv_celebridades,05/10/2016,3.480498530246396e-06,0.9999965195014697
94,2891-meta.txt,0,https://www.diariodobrasil.org/crime-mtst-pratica-vandalismo-em-sao-paulo-e-coloca-a-vida-motoristas-em-risco/,politica,28/04/2016,0.007287002469063976,0.9927129975309359
95,825-meta.txt,0,https://www.diariodobrasil.org/todos-os-coreanos-devem-se-tornar-um-so-vamos-varrer-a-america-da-terra/,sociedade_cotidiano,06/09/2017,1.5994144927740057e-06,0.9999984005855073
96,2206-meta.txt,0,https://www.diariodobrasil.org/dilma-nao-levara-cao-labrador-para-porto-alegre-nego-ja-havia-sido-abandonado-por-jose-dirceu-em-2005/,sociedade_cotidiano,05/09/2016,0.0014571294964852714,0.9985428705035148
97,2844-meta.txt,0,https://www.diariodobrasil.org/deputado-que-tomou-decisao-maluca-de-anular-impeachment-podera-ser-afastado/,politica,09/05/2016,0.020888857293034687,0.9791111427069654
98,2738-meta.txt,0,https://www.diariodobrasil.org/em-video-deputado-derruba-o-discurso-de-que-dilma-e-honesta/,politica,30/05/2016,0.01271268955409989,0.9872873104459001
99,3259-meta.txt,0,https://www.diariodobrasil.org/alerta-da-oms-situacao-e-gravissima-quatro-milhoes-de-pessoas-terao-zica-em-2016/,sociedade_cotidiano,29/01/2016,1.0000000994736041e-07,0.9999998999999902
100,283-meta.txt,0,https://www.diariodobrasil.org/ratinho-denunciou-artistas-que-mamavam-na-lei-rouanet-e-agora-sofre-ameacas-de-boicote27/,tv_celebridades,31/01/2018,0.054510304450587535,0.9454896955494124
101,513-meta.txt,0,https://www.diariodobrasil.org/vou-desfazer-tudo-o-que-foi-feito-pelo-pt-e-psdb-chega-de-direitos-humanos-cadeia-nao-e-hotel/,politica,22/11/2017,0.0978477289975211,0.9021522710024787
102,2466-meta.txt,0,https://www.diariodobrasil.org/dilma-quer-processar-a-istoe-reportagem-mostrou-mordomias-pagas-com-dinheiro-publico-ilegais-da-filha/,politica,17/07/2016,3.411880029079654e-07,0.9999996588119973
103,621-meta.txt,0,https://www.diariodobrasil.org/gracyanne-barbosa-explica-a-polemica-sobre-os-alugueis-atrasados-do-cantor-belo/,sociedade_cotidiano,12/10/2017,6.806839692224494e-07,0.9999993193160308
104,2926-meta.txt,0,https://www.diariodobrasil.org/whatsapp-vaza-na-rede-e-mostra-deputado-do-pmdb-afirmando-que-temer-vai-parar-a-lava-jato/,politica,17/04/2016,0.03266476469592494,0.9673352353040751
105,81-meta.txt,0,https://afolhabrasil.com.br/politica/marcela-temer-viajou-em-jato-emprestado-pelo-dono-da-friboi/,politica,2017-06-07,0.46543194778070485,0.5345680522192949
106,492-meta.txt,0,https://www.diariodobrasil.org/facebook-deveria-remunerar-os-usuarios-para-navegarem-em-seu-site-dizem-especialistas/,ciencia_tecnologia,02/12/2017,0.8213167443617692,0.17868325563823068
107,1418-meta.txt,0,https://www.diariodobrasil.org/reviravolta-no-caso-victor-policia-civil-indicia-o-cantor-sertanejo-por-lesao-corporal/,tv_celebridades,04/04/2017,7.426264252868056e-07,0.9999992573735748
108,2196-meta.txt,0,https://www.diariodobrasil.org/o-deslavado-continua-pedindo-votos-nessas-ereicoes-municipais-e-importante-iscure-bem-a-pessoa/,politica,06/09/2016,1.8740661079117565e-05,0.9999812593389209
109,1333-meta.txt,0,https://www.diariodobrasil.org/engenheiro-diz-que-advogado-de-lula-tentou-ocultar-reforma-feita-no-sitio-eu-o-ajudei-fazer-isso/,politica,19/04/2017,0.21840615808724187,0.7815938419127579
110,539-meta.txt,0,https://www.diariodobrasil.org/barroso-criamos-uma-sociedade-cheia-de-ricos-delinquentes-o-sistema-so-pune-os-pobres/,politica,06/11/2017,0.05716295079243393,0.9428370492075662
111,3073-meta.txt,0,https://www.diariodobrasil.org/em-mais-um-audio-o-doido-xinga-stf-stj-e-todos-os-parlamentares-do-pais-de-covardes/,politica,16/03/2016,0.00023555828323577695,0.9997644417167643
112,3062-meta.txt,0,https://www.diariodobrasil.org/olha-a-confusao-alexandre-frota-aparece-desafiando-ciro-gomes-fdp-e-voce-seu-covarde/,tv_celebridades,18/03/2016,1.0000000994736041e-07,0.9999998999999902
113,1987-meta.txt,0,https://www.diariodobrasil.org/italianos-rechacam-possibilidade-de-dar-asilo-a-lula-sera-acomodado-junto-aos-caes-e-porcos-disse-um-morador05/,politica,05/11/2016,0.6517817992094521,0.34821820079054816
114,2722-meta.txt,0,https://www.diariodobrasil.org/regime-forcado-governo-temer-cortou-ate-o-ticket-alimentacao-de-dilma/,politica,04/06/2016,0.007312040466054357,0.9926879595339456
115,3067-meta.txt,0,https://www.diariodobrasil.org/camara-ja-tem-maioria-de-votos-para-afundar-dilma/,politica,18/03/2016,0.003568451184051529,0.9964315488159486
116,1483-meta.txt,0,https://www.diariodobrasil.org/dilma-ironiza-temer-e-diz-que-nao-foi-assombrada-por-fantasmas-a-situacao-dela-foi-inversa/,tv_celebridades,14/03/2017,0.0036351839835142767,0.9963648160164857
117,3223-meta.txt,0,https://www.diariodobrasil.org/portal-de-noticias-informa-que-ex-presidente-tem-sintomas-depressivos-e-chora-pelos-cantos/,politica,05/02/2016,1.0000000994736041e-07,0.9999998999999902
118,1687-meta.txt,0,https://www.diariodobrasil.org/corpo-de-bombeiros-confirma-morre-teori-zavascki/,politica,19/01/2017,0.007504566318372698,0.9924954336816274
119,1915-meta.txt,0,https://www.diariodobrasil.org/acorda-brasil-o-texto-que-pode-anistiar-os-crimes-de-caixa-2/,politica,24/11/2016,0.01591607651484769,0.9840839234851523
120,2678-meta.txt,0,https://www.diariodobrasil.org/confira-as-7-bombas-de-delcidio-do-amaral-que-estremeceram-o-palacio-do-planalto-hoje/,politica,12/06/2016,0.8893913581064623,0.11060864189353775
121,3057-meta.txt,0,https://www.diariodobrasil.org/alo-sergio-moro-lula-confirma-que-participara-de-manifestacao-na-av-paulista/,politica,18/03/2016,0.027246815275473305,0.9727531847245267
122,1842-meta.txt,0,https://www.diariodobrasil.org/governador-de-mg-e-flagrado-comprando-cuecas-de-luxo-em-shopping-de-sp-faliu-minas-e-vem-gastar-dinheiro-aqui/,tv_celebridades,09/12/2016,0.006480142855479296,0.9935198571445206
123,3373-meta.txt,0,https://www.diariodobrasil.org/em-video-imperdivel-de-1979-lula-explica-o-que-e-ser-um-comunista-profissional/,tv_celebridades,27/12/2015,0.004127874625852209,0.9958721253741477
124,2828-meta.txt,0,https://www.diariodobrasil.org/gente-boa-pau-mandado-de-lula-e-dilma-tem-3-inqueritos-no-stf/,politica,10/05/2016,0.003342126047509889,0.9966578739524902
125,2553-meta.txt,0,https://www.diariodobrasil.org/dilma-elogia-soltura-de-ex-ministro-acusado-de-lesar-velhinhos-aposentados/,politica,30/06/2016,1.0000000994736041e-07,0.9999998999999902
126,870-meta.txt,0,https://www.diariodobrasil.org/mpf-diz-que-tem-novas-provas-contra-lula-um-software-da-odebrecht-que-registrava-propinas/,politica,26/08/2017,0.08143435642272576,0.9185656435772741
127,3397-meta.txt,0,https://www.diariodobrasil.org/zuckerberg-alerta-para-bloqueio-de-redes-sociais-e-inicio-do-comunismo-no-brasil/,ciencia_tecnologia,17/12/2015,0.6847375072818588,0.31526249271814105
128,483-meta.txt,0,https://www.diariodobrasil.org/ditador-pedofilo-e-genocida-doou-us-1-milhao-para-a-campanha-de-lula-segundo-palocci/,politica,08/12/2017,1.0000000994736041e-07,0.9999998999999902
129,3118-meta.txt,0,https://www.diariodobrasil.org/exercito-vermelho-de-lula-mst-invade-filial-da-globo-e-pratica-atos-de-vandalismo/,politica,09/03/2016,0.13350468898977524,0.8664953110102248
130,3554-meta.txt,0,https://www.diariodobrasil.org/descaso-em-marianamg-equipe-da-globo-corta-reportagem-quando-morador-fazia-denuncia-sobre-a-vale/,tv_celebridades,15/11/2015,0.04089297410049076,0.9591070258995092
